ID	model_path	model_texture	model_parts	model_priority
female_jh002_arm_100d	characters/female/models/female_jh002_arm.model	characters/female/textures/female_jh002_arm_100d.dds	6	
female_jh002_leg_100d	characters/female/models/female_jh002_leg.model	characters/female/textures/female_jh002_leg_100d.dds	7	
male_jh002_head_100d	characters/male/models/male_jh002_head.model		3	
male_jh002_body_100d	characters/male/models/male_jh002_body.model	characters/male/textures/male_jh002_body_100d.dds	5	
male_jh002_arm_100d	characters/male/models/male_jh002_arm.model	characters/male/textures/male_jh002_arm_100d.dds	6	
male_jh002_leg_100d	characters/male/models/male_jh002_leg.model	characters/male/textures/male_jh002_leg_100d.dds	7	
female_jh002_head_101d	characters/female/models/female_jh002_head.model		3	
female_jh002_body_101d	characters/female/models/female_jh002_body.model	characters/female/textures/female_jh002_body_101d.dds	5	
female_jh002_arm_101d	characters/female/models/female_jh002_arm.model	characters/female/textures/female_jh002_arm_101d.dds	6	
female_jh002_leg_101d	characters/female/models/female_jh002_leg.model	characters/female/textures/female_jh002_leg_101d.dds	7	
male_jh002_head_101d	characters/male/models/male_jh002_head.model		3	
male_jh002_body_101d	characters/male/models/male_jh002_body.model	characters/male/textures/male_jh002_body_101d.dds	5	
male_jh002_arm_101d	characters/male/models/male_jh002_arm.model	characters/male/textures/male_jh002_arm_101d.dds	6	
male_jh002_leg_101d	characters/male/models/male_jh002_leg.model	characters/male/textures/male_jh002_leg_101d.dds	7	
female_jh002_head_102d	characters/female/models/female_jh002_head.model		3	
female_jh002_body_102d	characters/female/models/female_jh002_body.model	characters/female/textures/female_jh002_body_102d.dds	5	
female_jh002_arm_102d	characters/female/models/female_jh002_arm.model	characters/female/textures/female_jh002_arm_102d.dds	6	
female_jh002_leg_102d	characters/female/models/female_jh002_leg.model	characters/female/textures/female_jh002_leg_102d.dds	7	
male_jh002_head_102d	characters/male/models/male_jh002_head.model		3	
male_jh002_body_102d	characters/male/models/male_jh002_body.model	characters/male/textures/male_jh002_body_102d.dds	5	
male_jh002_arm_102d	characters/male/models/male_jh002_arm.model	characters/male/textures/male_jh002_arm_102d.dds	6	
male_jh002_leg_102d	characters/male/models/male_jh002_leg.model	characters/male/textures/male_jh002_leg_102d.dds	7	
female_wz402_head			3	
female_wz402_body			5#6#7	8
male_wz402_head			3	
male_wz402_body			5#6#7	8
gzw130m			10	9
gzw130f			10	9
gzw260	models/pendant/gzw/gzw260.model			9
female_jh006_head_003d	characters/female/models/female_jh006_head.model	characters/female/textures/female_jh006_head_003d.dds	3	
female_jh006_body_003d			5#6	9
female_jh006_arm_003d	characters/female/models/female_jh006_arm.model	characters/female/textures/female_jh006_arm_003d.dds	6	
female_jh006_leg_003d	characters/female/models/female_jh006_leg.model	characters/female/textures/female_jh006_leg_003d.dds	7	
male_jh006_head_003d	characters/male/models/male_jh006_head.model	characters/male/textures/male_jh006_head_003d.dds	3	
male_jh006_body_003d			5#6	9
male_jh006_arm_003d	characters/male/models/male_jh006_arm.model	characters/male/textures/male_jh006_arm_003d.dds	6	
male_jh006_leg_003d	characters/male/models/male_jh006_leg.model	characters/male/textures/male_jh006_leg_003d.dds	7	
female_jh006_head_103d	characters/female/models/female_jh006_head.model	characters/female/textures/female_jh006_head_103d.dds	3	
female_jh006_body_103d			5#6	9
female_jh006_arm_103d	characters/female/models/female_jh006_arm.model	characters/female/textures/female_jh006_arm_103d.dds	6	
female_jh006_leg_103d	characters/female/models/female_jh006_leg.model	characters/female/textures/female_jh006_leg_103d.dds	7	
male_jh006_head_103d	characters/male/models/male_jh006_head.model	characters/male/textures/male_jh006_head_103d.dds	3	
male_jh006_body_103d			5#6	9
male_jh006_arm_103d	characters/male/models/male_jh006_arm.model	characters/male/textures/male_jh006_arm_103d.dds	6	
male_jh006_leg_103d	characters/male/models/male_jh006_leg.model	characters/male/textures/male_jh006_leg_103d.dds	7	
female_jh007_head_103d	characters/female/models/female_jh007_head.model	characters/female/textures/female_jh007_head_103d.dds	3	
female_jh007_body_103d	characters/female/models/female_jh007a_body.model	characters/female/textures/female_jh007a_body_103d.dds	5	
female_jh007_arm_103d	characters/female/models/female_jh007_arm.model	characters/female/textures/female_jh007_arm_103d.dds	6	
female_jh007_leg_103d	characters/female/models/female_jh007_leg.model	characters/female/textures/female_jh007_leg_103d.dds	7	
male_jh007_head_103d	characters/male/models/male_jh007_head.model	characters/male/textures/male_jh007_head_103d.dds	3	
male_jh007_body_103d	characters/male/models/male_jh007_body.model	characters/male/textures/male_jh007_body_103d.dds	5	
male_jh007_arm_103d	characters/male/models/male_jh007_arm.model	characters/male/textures/male_jh007_arm_103d.dds	6	
male_jh007_leg_103d	characters/male/models/male_jh007_leg.model	characters/male/textures/male_jh007_leg_103d.dds	7	
female_jh009_head_103d	characters/female/models/female_jh009_head.model	characters/female/textures/female_jh009_head_103d.dds	3	
female_jh009_body_103d	characters/female/models/female_jh009_body.model	characters/female/textures/female_jh009_body_103d.dds	5	
female_jh009_arm_103d	characters/female/models/female_jh009_arm.model	characters/female/textures/female_jh009_arm_103d.dds	6	
female_jh009_leg_103d	characters/female/models/female_jh009_leg.model	characters/female/textures/female_jh009_leg_103d.dds	7	
male_jh009_head_103d	characters/male/models/male_jh009_head.model	characters/male/textures/male_jh009_head_000d.dds	3	
male_jh009_body_103d	characters/male/models/male_jh009_body.model	characters/male/textures/male_jh009_body_103d.dds	5	
male_jh009_arm_103d	characters/male/models/male_jh009_arm.model	characters/male/textures/male_jh009_arm_103d.dds	6	
male_jh009_leg_103d	characters/male/models/male_jh009_leg.model	characters/male/textures/male_jh009_leg_103d.dds	7	
female_jh009_head_104d	characters/female/models/female_jh009_head.model	characters/female/textures/female_jh009_head_103d.dds	3	
female_jh009_body_104d	characters/female/models/female_jh009_body.model	characters/female/textures/female_jh009_body_104d.dds	5	
female_jh009_arm_104d	characters/female/models/female_jh009_arm.model	characters/female/textures/female_jh009_arm_104d.dds	6	
female_jh009_leg_104d	characters/female/models/female_jh009_leg.model	characters/female/textures/female_jh009_leg_104d.dds	7	
male_jh009_head_104d	characters/male/models/male_jh009_head.model	characters/male/textures/male_jh009_head_000d.dds	3	
male_jh009_body_104d	characters/male/models/male_jh009_body.model	characters/male/textures/male_jh009_body_104d.dds	5	
male_jh009_arm_104d	characters/male/models/male_jh009_arm.model	characters/male/textures/male_jh009_arm_104d.dds	6	
male_jh009_leg_104d	characters/male/models/male_jh009_leg.model	characters/male/textures/male_jh009_leg_104d.dds	7	
female_jh010_head_004d	characters/female/models/female_jh010_head.model	characters/female/textures/female_jh010_head_004d.dds	3	
female_jh010_body_004d			5	
female_jh010_arm_004d	characters/female/models/female_jh010_arm.model	characters/female/textures/female_jh010_arm_004d.dds	6	
female_jh010_leg_004d	characters/female/models/female_jh010_leg.model	characters/female/textures/female_jh010_leg_004d.dds	7	
male_jh010_head_004d	characters/male/models/male_jh010_head.model	characters/male/textures/male_jh010_head_004d.dds	3	
male_jh010_body_004d	characters/male/models/male_jh010_body.model	characters/male/textures/male_jh010_body_004d.dds	5	
male_jh010_arm_004d	characters/male/models/male_jh010_arm.model	characters/male/textures/male_jh010_arm_004d.dds	6	
male_jh010_leg_004d	characters/male/models/male_jh010_leg.model	characters/male/textures/male_jh010_leg_004d.dds	7	
female_jh010_head_203d	characters/female/models/female_jh010_head.model	characters/female/textures/female_jh010_head_203d.dds	3	
female_jh010_body_203d	characters/female/models/female_jh010_body.model	characters/female/textures/female_jh010_body_203d.dds	5	
female_jh010_arm_203d	characters/female/models/female_jh010_arm.model	characters/female/textures/female_jh010_arm_203d.dds	6	
female_jh010_leg_203d	characters/female/models/female_jh010_leg.model	characters/female/textures/female_jh010_leg_203d.dds	7	
male_jh010_head_203d	characters/male/models/male_jh010_head.model	characters/male/textures/male_jh010_head_203d.dds	3	
male_jh010_body_203d	characters/male/models/male_jh010_body.model	characters/male/textures/male_jh010_body_203d.dds	5	
male_jh010_arm_203d	characters/male/models/male_jh010_arm.model	characters/male/textures/male_jh010_arm_203d.dds	6	
male_jh010_leg_203d	characters/male/models/male_jh010_leg.model	characters/male/textures/male_jh010_leg_203d.dds	7	
female_jh011_head_000d	characters/female/models/female_jh011_head.model	characters/female/textures/female_jh011_head_000d.dds	3	
female_jh011_body_000d	characters/female/models/female_jh011_body.model	characters/female/textures/female_jh011_body_000d.dds	5	
female_jh011_arm_000d	characters/female/models/female_jh011_arm.model	characters/female/textures/female_jh011_arm_000d.dds	6	
female_jh011_leg_000d	characters/female/models/female_jh011_leg.model	characters/female/textures/female_jh011_leg_000d.dds	7	
male_jh011_head_000d	characters/male/models/male_jh011_head.model	characters/male/textures/male_jh011_head_000d.dds	3	
male_jh011_body_000d	characters/male/models/male_jh011_body.model	characters/male/textures/male_jh011_body_000d.dds	5	
male_jh011_arm_000d	characters/male/models/male_jh011_arm.model	characters/male/textures/male_jh011_arm_000d.dds	6	
male_jh011_leg_000d	characters/male/models/male_jh011_leg.model	characters/male/textures/male_jh011_leg_000d.dds	7	
female_jh012_head_000d	characters/female/models/female_jh012_head.model	characters/female/textures/female_jh012_head_000d.dds	3	
female_jh012_body_000d	characters/female/models/female_jh012_body.model	characters/female/textures/female_jh012_body_000d.dds	5	
female_jh012_arm_000d	characters/female/models/female_jh012_arm.model	characters/female/textures/female_jh012_arm_000d.dds	6	
female_jh012_leg_000d	characters/female/models/female_jh012_leg.model	characters/female/textures/female_jh012_leg_000d.dds	7	
male_jh012_head_000d	characters/male/models/male_jh008_head.model	characters/male/textures/male_jh008_head_103d.dds	3	
male_jh012_body_000d	characters/male/models/male_jh008_body.model	characters/male/textures/male_jh008_body_103d.dds	5	
male_jh012_arm_000d	characters/male/models/male_jh008_arm.model	characters/male/textures/male_jh008_arm_103d.dds	6	
male_jh012_leg_000d	characters/male/models/male_jh008_leg.model	characters/male/textures/male_jh008_leg_103d.dds	7	
female_jh012_head_100d	characters/female/models/female_jh012a_head.model	characters/female/textures/female_jh012a_head_000d.dds	3	
female_jh012_body_100d	characters/female/models/female_jh012_body.model	characters/female/textures/female_jh012_body_100d.dds	5	
female_jh012_arm_100d	characters/female/models/female_jh012_arm.model	characters/female/textures/female_jh012_arm_100d.dds	6	
female_jh012_leg_100d	characters/female/models/female_jh012_leg.model	characters/female/textures/female_jh012_leg_100d.dds	7	
male_jh012_head_100d	characters/male/models/male_jh008_head.model	characters/male/textures/male_jh008_head_005d.dds	3	
male_jh012_body_100d	characters/male/models/male_jh008_body.model	characters/male/textures/male_jh008_body_005d.dds	5	
male_jh012_arm_100d	characters/male/models/male_jh008_arm.model	characters/male/textures/male_jh008_arm_005d.dds	6	
male_jh012_leg_100d	characters/male/models/male_jh008_leg.model	characters/male/textures/male_jh008_leg_005d.dds	7	
female_jh013_head_000d	characters/female/models/female_jh013_head.model	characters/female/textures/female_jh013_head_000d.dds	3	
female_jh013_body_000d	characters/female/models/female_jh013_body.model	characters/female/textures/female_jh013_body_000d.dds	5	
female_jh013_arm_000d	characters/female/models/female_jh013_arm.model	characters/female/textures/female_jh013_arm_000d.dds	6	
female_jh013_leg_000d	characters/female/models/female_jh013_leg.model	characters/female/textures/female_jh013_leg_000d.dds	7	
male_jh013_head_000d	characters/male/models/male_jh013_head.model	characters/male/textures/male_jh013_head_000d.dds	3	
male_jh013_body_000d			5#6	9
male_jh013_arm_000d	characters/male/models/male_jh013_arm.model	characters/male/textures/male_jh013_arm_000d.dds	6	
male_jh013_leg_000d	characters/male/models/male_jh013_leg.model	characters/male/textures/male_jh013_leg_000d.dds	7	
female_jh014_head_000d	characters/female/models/female_jh014_head.model	characters/female/textures/female_jh014_head_000d.dds	3	
female_jh014_body_000d	characters/female/models/female_jh014_body.model	characters/female/textures/female_jh014_body_000d.dds	5	
female_jh014_arm_000d	characters/female/models/female_jh014_arm.model	characters/female/textures/female_jh014_arm_000d.dds	6	
female_jh014_leg_000d	characters/female/models/female_jh014_leg.model	characters/female/textures/female_jh014_leg_000d.dds	7	
male_jh014_head_000d	characters/male/models/male_jh014_head.model	characters/male/textures/male_jh014_head_000d.dds	3	
